tier,model_name,symbol,window,n_passed,win_rate,wilson_ci_lower,wilson_ci_upper,recency_weighted_ev,ev_per_trade,roi_pct,sharpe,raw_p,cross_cell_adj_p,best_confidence_threshold,wf_ev_pos_folds,wf_n_folds,wf_mean_roi_pct,wf_robust,walk_forward_skipped,walk_forward_skip_reason,train_win_rate,test_win_rate,train_test_gap_pct,decay_slope_negative,kelly_multiplier,tier_reason
blocked,h900_xrp_v3_179d_20260427,XRPUSDT,300,277,0.501805,0.443303,0.560257,0.0,0.0,0.0,,0.476044,0.934579,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4433<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h900_xrp_v3_329d_20260427,XRPUSDT,300,277,0.476534,0.418441,0.535269,0.0,0.0,0.0,,0.782626,0.989166,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4184<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h900_xrp_v3_89d_20260427,XRPUSDT,300,277,0.498195,0.439743,0.556697,0.0,0.0,0.0,,0.523956,0.944065,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4397<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h1200_xrp_v3_179d_20260427,XRPUSDT,300,277,0.548736,0.489867,0.606273,0.0,0.0,0.0,,0.052372,0.920036,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4899<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h1200_xrp_v3_329d_20260427,XRPUSDT,300,277,0.519856,0.461152,0.578016,0.0,0.0,0.0,,0.25433,0.920036,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4612<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h1200_xrp_v3_89d_20260427,XRPUSDT,300,277,0.498195,0.439743,0.556697,0.0,0.0,0.0,,0.523956,0.944065,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4397<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h1800_xrp_v3_179d_20260427,XRPUSDT,300,277,0.509025,0.450434,0.56737,0.0,0.0,0.0,,0.381928,0.920036,0.5,,,,,True,error: timed out,,,,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4504<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h1800_xrp_v3_329d_20260427,XRPUSDT,300,277,0.476534,0.418441,0.535269,0.0,0.0,0.0,,0.782626,0.989166,0.5,,,,,True,error: timed out,,,,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4184<=0.515; rwev=0.0 not>0; walk_forward_skipped:insufficient_data
blocked,h60_xrp_v3_179d_20260427,XRPUSDT,900,92,0.434783,0.338116,0.536678,0.0,0.0,0.0,,0.894549,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3381<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h60_xrp_v3_329d_20260427,XRPUSDT,900,92,0.423913,0.32798,0.525946,0.0,0.0,0.0,,0.9278,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3280<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h60_xrp_v3_89d_20260427,XRPUSDT,900,92,0.445652,0.348298,0.547363,0.0,0.0,0.0,,0.851427,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3483<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h180_xrp_v3_179d_20260427,XRPUSDT,900,92,0.51087,0.410355,0.610513,0.0,0.0,0.0,,0.417414,0.934579,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.4104<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h180_xrp_v3_329d_20260427,XRPUSDT,900,92,0.456522,0.358527,0.558002,0.0,0.0,0.0,,0.797876,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3585<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h180_xrp_v3_89d_20260427,XRPUSDT,900,92,0.445652,0.348298,0.547363,0.0,0.0,0.0,,0.851427,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3483<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h300_xrp_v3_179d_20260427,XRPUSDT,900,92,0.456522,0.358527,0.558002,0.0,0.0,0.0,,0.797876,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3585<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h300_xrp_v3_329d_20260427,XRPUSDT,900,92,0.478261,0.379121,0.579143,0.0,0.0,0.0,,0.661671,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3791<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h300_xrp_v3_89d_20260427,XRPUSDT,900,92,0.5,0.399898,0.600102,0.0,0.0,0.0,,0.5,0.934579,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3999<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h600_xrp_v3_179d_20260427,XRPUSDT,900,92,0.445652,0.348298,0.547363,0.0,0.0,0.0,,0.851427,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3483<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h600_xrp_v3_329d_20260427,XRPUSDT,900,92,0.467391,0.368801,0.568595,0.0,0.0,0.0,,0.734193,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3688<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h600_xrp_v3_89d_20260427,XRPUSDT,900,92,0.478261,0.379121,0.579143,0.0,0.0,0.0,,0.661671,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3791<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h900_xrp_v3_179d_20260427,XRPUSDT,900,92,0.380435,0.287912,0.482543,0.0,0.0,0.0,,0.989095,0.995819,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.2879<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h900_xrp_v3_329d_20260427,XRPUSDT,900,92,0.478261,0.379121,0.579143,0.0,0.0,0.0,,0.661671,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3791<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h900_xrp_v3_89d_20260427,XRPUSDT,900,92,0.456522,0.358527,0.558002,0.0,0.0,0.0,,0.797876,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3585<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h1200_xrp_v3_179d_20260427,XRPUSDT,900,92,0.478261,0.379121,0.579143,0.0,0.0,0.0,,0.661671,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3791<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h1200_xrp_v3_329d_20260427,XRPUSDT,900,92,0.423913,0.32798,0.525946,0.0,0.0,0.0,,0.9278,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,True,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3280<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h1200_xrp_v3_89d_20260427,XRPUSDT,900,92,0.434783,0.338116,0.536678,0.0,0.0,0.0,,0.894549,0.989166,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3381<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h1800_xrp_v3_179d_20260427,XRPUSDT,900,92,0.380435,0.287912,0.482543,0.0,0.0,0.0,,0.989095,0.995819,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.2879<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h1800_xrp_v3_329d_20260427,XRPUSDT,900,92,0.48913,0.389487,0.589645,0.0,0.0,0.0,,0.582586,0.987434,0.5,0,5,,False,False,,0.460731,0.529958,-6.923,False,0.0,no significant edge or insufficient data; wilson_ci_lower=0.3895<=0.515; rwev=0.0 not>0; wf_ev_pos_folds=0/5<2/3
blocked,h60_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.456522,0.321547,0.598198,0.0,0.0,0.0,,0.722327,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3215<=0.515; rwev=0.0 not>0
blocked,h60_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.434783,0.302093,0.577526,0.0,0.0,0.0,,0.811828,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3021<=0.515; rwev=0.0 not>0
blocked,h60_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.391304,0.263932,0.535432,0.0,0.0,0.0,,0.929816,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2639<=0.515; rwev=0.0 not>0
blocked,h180_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.586957,0.443395,0.717114,0.0,0.0,0.0,,0.119092,0.920036,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.4434<=0.515; rwev=0.0 not>0
blocked,h180_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.565217,0.422474,0.697907,0.0,0.0,0.0,,0.188172,0.920036,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.4225<=0.515; rwev=0.0 not>0
blocked,h180_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.456522,0.321547,0.598198,0.0,0.0,0.0,,0.722327,0.989166,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3215<=0.515; rwev=0.0 not>0
blocked,h300_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.456522,0.321547,0.598198,0.0,0.0,0.0,,0.722327,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3215<=0.515; rwev=0.0 not>0
blocked,h300_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.434783,0.302093,0.577526,0.0,0.0,0.0,,0.811828,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3021<=0.515; rwev=0.0 not>0
blocked,h300_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.391304,0.263932,0.535432,0.0,0.0,0.0,,0.929816,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2639<=0.515; rwev=0.0 not>0
blocked,h600_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.282609,0.173242,0.425486,0.0,0.0,0.0,,0.998405,0.998405,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.1732<=0.515; rwev=0.0 not>0
blocked,h600_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.369565,0.245238,0.513999,0.0,0.0,0.0,,0.961578,0.991318,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2452<=0.515; rwev=0.0 not>0
blocked,h600_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.369565,0.245238,0.513999,0.0,0.0,0.0,,0.961578,0.991318,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2452<=0.515; rwev=0.0 not>0
blocked,h900_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.543478,0.401802,0.678453,0.0,0.0,0.0,,0.277673,0.920036,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.4018<=0.515; rwev=0.0 not>0
blocked,h900_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.391304,0.263932,0.535432,0.0,0.0,0.0,,0.929816,0.989166,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2639<=0.515; rwev=0.0 not>0
blocked,h900_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.456522,0.321547,0.598198,0.0,0.0,0.0,,0.722327,0.989166,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3215<=0.515; rwev=0.0 not>0
blocked,h1200_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.434783,0.302093,0.577526,0.0,0.0,0.0,,0.811828,0.989166,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3021<=0.515; rwev=0.0 not>0
blocked,h1200_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.391304,0.263932,0.535432,0.0,0.0,0.0,,0.929816,0.989166,0.5,0,5,,False,False,,,,,False,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2639<=0.515; rwev=0.0 not>0
blocked,h1200_xrp_v3_89d_20260427,XRPUSDT,1800,46,0.326087,0.208659,0.470323,0.0,0.0,0.0,,0.99084,0.995819,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2087<=0.515; rwev=0.0 not>0
blocked,h1800_xrp_v3_179d_20260427,XRPUSDT,1800,46,0.369565,0.245238,0.513999,0.0,0.0,0.0,,0.961578,0.991318,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.2452<=0.515; rwev=0.0 not>0
blocked,h1800_xrp_v3_329d_20260427,XRPUSDT,1800,46,0.5,0.361189,0.638811,0.0,0.0,0.0,,0.5,0.934579,0.5,0,5,,False,False,,,,,True,0.0,no significant edge or insufficient data; n_passed=46<50; wilson_ci_lower=0.3612<=0.515; rwev=0.0 not>0
